# Region      : all region0
# Cells       : 3780
# Volume      : 6.336836e+01
# Time        	volAverage(alpha.sludge)
8546.13       	3.656502e-05
8550.79       	3.656553e-05
8555.45       	3.656604e-05
8560.11       	3.656655e-05
8564.77       	3.656705e-05
8569.43       	3.656756e-05
8574.09       	3.656806e-05
8578.75       	3.656856e-05
8583.41       	3.656906e-05
8588.07       	3.656956e-05
8592.73       	3.657005e-05
8597.39       	3.657054e-05
8602.05       	3.657103e-05
8606.71       	3.657152e-05
8611.37       	3.657201e-05
8616.03       	3.657249e-05
8620.69       	3.657298e-05
8625.35       	3.657346e-05
8630.01       	3.657394e-05
8634.67       	3.657442e-05
8639.33       	3.657489e-05
8643.99       	3.657537e-05
8648.65       	3.657584e-05
8653.31       	3.657631e-05
8657.97       	3.657678e-05
8662.63       	3.657724e-05
8667.29       	3.657771e-05
8671.95       	3.657817e-05
8676.61       	3.657863e-05
8681.27       	3.657909e-05
8685.93       	3.657955e-05
8690.59       	3.658001e-05
8695.25       	3.658046e-05
8699.91       	3.658091e-05
8704.57       	3.658136e-05
8709.23       	3.658181e-05
8713.89       	3.658226e-05
8718.55       	3.658270e-05
8723.21       	3.658315e-05
8727.87       	3.658359e-05
8732.53       	3.658403e-05
8737.19       	3.658447e-05
8741.85       	3.658490e-05
8746.51       	3.658534e-05
8751.16       	3.658577e-05
8755.82       	3.658620e-05
8760.48       	3.658663e-05
8765.14       	3.658706e-05
8769.8        	3.658749e-05
8774.46       	3.658791e-05
8779.12       	3.658834e-05
8783.78       	3.658876e-05
8788.44       	3.658918e-05
8793.1        	3.658960e-05
8797.76       	3.659001e-05
8802.42       	3.659043e-05
8807.08       	3.659084e-05
8811.74       	3.659125e-05
8816.4        	3.659166e-05
8821.06       	3.659207e-05
8825.72       	3.659248e-05
8830.38       	3.659288e-05
8835.04       	3.659329e-05
8839.7        	3.659369e-05
8844.36       	3.659409e-05
8849.02       	3.659449e-05
8853.68       	3.659489e-05
8858.34       	3.659528e-05
8863          	3.659568e-05
8867.66       	3.659607e-05
8872.32       	3.659646e-05
8876.98       	3.659685e-05
8881.64       	3.659724e-05
8886.3        	3.659763e-05
8890.96       	3.659801e-05
8895.62       	3.659840e-05
8900.28       	3.659878e-05
8904.94       	3.659916e-05
8909.6        	3.659954e-05
8914.26       	3.659992e-05
8918.92       	3.660030e-05
8923.58       	3.660067e-05
8928.24       	3.660104e-05
8932.9        	3.660142e-05
8937.56       	3.660179e-05
8942.22       	3.660216e-05
8946.88       	3.660252e-05
8951.54       	3.660289e-05
8956.2        	3.660326e-05
8960.86       	3.660362e-05
8965.52       	3.660398e-05
8970.18       	3.660434e-05
8974.84       	3.660470e-05
8979.5        	3.660506e-05
8984.16       	3.660542e-05
8988.82       	3.660577e-05
8993.48       	3.660613e-05
8998.14       	3.660648e-05
9002.8        	3.660683e-05
9007.46       	3.660718e-05
9012.12       	3.660753e-05
9016.78       	3.660788e-05
9021.44       	3.660822e-05
9026.1        	3.660857e-05
9030.75       	3.660891e-05
9035.41       	3.660925e-05
9040.07       	3.660959e-05
9044.73       	3.660993e-05
9049.39       	3.661027e-05
9054.05       	3.661061e-05
9058.71       	3.661095e-05
9063.37       	3.661128e-05
9068.03       	3.661161e-05
9072.69       	3.661195e-05
9077.35       	3.661228e-05
9082.01       	3.661261e-05
9086.67       	3.661293e-05
9091.33       	3.661326e-05
9095.99       	3.661359e-05
9100.65       	3.661391e-05
9105.31       	3.661424e-05
9109.97       	3.661456e-05
9114.63       	3.661488e-05
9119.29       	3.661520e-05
9123.95       	3.661552e-05
9128.61       	3.661584e-05
9133.27       	3.661615e-05
9137.93       	3.661647e-05
9142.59       	3.661678e-05
9147.25       	3.661709e-05
9151.91       	3.661741e-05
9156.57       	3.661772e-05
9161.23       	3.661803e-05
9165.89       	3.661833e-05
9170.55       	3.661864e-05
9175.21       	3.661895e-05
9179.87       	3.661925e-05
9184.53       	3.661956e-05
9189.19       	3.661986e-05
9193.85       	3.662016e-05
9198.51       	3.662046e-05
9203.17       	3.662076e-05
9207.83       	3.662106e-05
9212.49       	3.662136e-05
9217.15       	3.662166e-05
9221.81       	3.662195e-05
9226.47       	3.662225e-05
9231.13       	3.662254e-05
9235.79       	3.662283e-05
9240.45       	3.662312e-05
9245.11       	3.662341e-05
9249.77       	3.662370e-05
9254.43       	3.662399e-05
9259.09       	3.662428e-05
9263.75       	3.662456e-05
9268.41       	3.662485e-05
9273.07       	3.662513e-05
9277.73       	3.662542e-05
9282.39       	3.662570e-05
9287.05       	3.662598e-05
9291.71       	3.662626e-05
9296.37       	3.662654e-05
9301.03       	3.662682e-05
9305.68       	3.662710e-05
9310.34       	3.662737e-05
9315          	3.662765e-05
9319.66       	3.662792e-05
9324.32       	3.662820e-05
9328.98       	3.662847e-05
9333.64       	3.662874e-05
9338.3        	3.662901e-05
9342.96       	3.662928e-05
9347.62       	3.662955e-05
9352.28       	3.662982e-05
9356.94       	3.663009e-05
9361.6        	3.663035e-05
9366.26       	3.663062e-05
9370.92       	3.663089e-05
9375.58       	3.663115e-05
9380.24       	3.663141e-05
9384.9        	3.663167e-05
9389.56       	3.663193e-05
9394.22       	3.663220e-05
9398.88       	3.663245e-05
9403.54       	3.663271e-05
9408.2        	3.663297e-05
9412.86       	3.663323e-05
9417.52       	3.663348e-05
9422.18       	3.663374e-05
9426.84       	3.663399e-05
9431.5        	3.663425e-05
9436.16       	3.663450e-05
9440.82       	3.663475e-05
9445.48       	3.663500e-05
9450.14       	3.663525e-05
9454.8        	3.663550e-05
9459.46       	3.663575e-05
9464.12       	3.663600e-05
9468.78       	3.663625e-05
9473.44       	3.663649e-05
9478.1        	3.663674e-05
9482.76       	3.663698e-05
9487.42       	3.663723e-05
9492.08       	3.663747e-05
9496.74       	3.663771e-05
9501.4        	3.663796e-05
9506.06       	3.663820e-05
9510.72       	3.663844e-05
9515.38       	3.663868e-05
9520.04       	3.663892e-05
9524.7        	3.663916e-05
9529.36       	3.663939e-05
9534.02       	3.663963e-05
9538.68       	3.663987e-05
9543.34       	3.664010e-05
9548          	3.664034e-05
9552.66       	3.664057e-05
9557.32       	3.664080e-05
9561.98       	3.664104e-05
9566.64       	3.664127e-05
9571.3        	3.664150e-05
9575.96       	3.664173e-05
9580.62       	3.664196e-05
9585.27       	3.664219e-05
9589.93       	3.664242e-05
9594.59       	3.664264e-05
9599.25       	3.664287e-05
9603.91       	3.664310e-05
9608.57       	3.664332e-05
9613.23       	3.664355e-05
9617.89       	3.664377e-05
9622.55       	3.664400e-05
9627.21       	3.664422e-05
9631.87       	3.664444e-05
9636.53       	3.664466e-05
9641.19       	3.664488e-05
9645.85       	3.664510e-05
9650.51       	3.664532e-05
9655.17       	3.664554e-05
9659.83       	3.664576e-05
9664.49       	3.664598e-05
9669.15       	3.664620e-05
9673.81       	3.664641e-05
9678.47       	3.664663e-05
9683.13       	3.664685e-05
9687.79       	3.664706e-05
9692.45       	3.664728e-05
9697.11       	3.664749e-05
9701.77       	3.664770e-05
9706.43       	3.664792e-05
9711.09       	3.664813e-05
9715.75       	3.664834e-05
9720.41       	3.664855e-05
9725.07       	3.664876e-05
9729.73       	3.664897e-05
9734.39       	3.664918e-05
9739.05       	3.664939e-05
9743.71       	3.664960e-05
9748.37       	3.664980e-05
9753.03       	3.665001e-05
9757.69       	3.665022e-05
9762.35       	3.665042e-05
9767.01       	3.665063e-05
9771.67       	3.665083e-05
9776.33       	3.665104e-05
9780.99       	3.665124e-05
9785.65       	3.665144e-05
9790.31       	3.665165e-05
9794.97       	3.665185e-05
9799.63       	3.665205e-05
9804.29       	3.665225e-05
9808.95       	3.665245e-05
9813.61       	3.665265e-05
9818.27       	3.665285e-05
9822.93       	3.665305e-05
9827.59       	3.665325e-05
9832.25       	3.665345e-05
9836.91       	3.665365e-05
9841.57       	3.665385e-05
9846.23       	3.665404e-05
9850.89       	3.665424e-05
9855.55       	3.665443e-05
9860.21       	3.665463e-05
9864.86       	3.665482e-05
9869.52       	3.665502e-05
9874.18       	3.665521e-05
9878.84       	3.665541e-05
9883.5        	3.665560e-05
9888.16       	3.665579e-05
9892.82       	3.665598e-05
9897.48       	3.665618e-05
9902.14       	3.665637e-05
9906.8        	3.665656e-05
9911.46       	3.665675e-05
9916.12       	3.665694e-05
9920.78       	3.665713e-05
9925.44       	3.665732e-05
9930.1        	3.665751e-05
9934.76       	3.665769e-05
9939.42       	3.665788e-05
9944.08       	3.665807e-05
9948.74       	3.665826e-05
9953.4        	3.665844e-05
9958.06       	3.665863e-05
9962.72       	3.665882e-05
9967.38       	3.665900e-05
9972.04       	3.665919e-05
9976.7        	3.665937e-05
9981.36       	3.665955e-05
9986.02       	3.665974e-05
9990.68       	3.665992e-05
9995.34       	3.666011e-05
10000         	3.666029e-05
10004.7       	3.666047e-05
10009.3       	3.666065e-05
10014         	3.666083e-05
10018.6       	3.666101e-05
10023.3       	3.666120e-05
10028         	3.666138e-05
10032.6       	3.666156e-05
10037.3       	3.666174e-05
10041.9       	3.666192e-05
10046.6       	3.666209e-05
10051.3       	3.666227e-05
10055.9       	3.666245e-05
10060.6       	3.666263e-05
10065.2       	3.666281e-05
10069.9       	3.666298e-05
10074.6       	3.666316e-05
10079.2       	3.666334e-05
10083.9       	3.666351e-05
10088.5       	3.666369e-05
10093.2       	3.666387e-05
10097.9       	3.666404e-05
10102.5       	3.666422e-05
10107.2       	3.666439e-05
10111.8       	3.666456e-05
10116.5       	3.666474e-05
10121.2       	3.666491e-05
10125.8       	3.666509e-05
10130.5       	3.666526e-05
10135.1       	3.666543e-05
10139.8       	3.666560e-05
10144.5       	3.666578e-05
10149.1       	3.666595e-05
10153.8       	3.666612e-05
10158.4       	3.666629e-05
10163.1       	3.666646e-05
10167.8       	3.666663e-05
10172.4       	3.666680e-05
10177.1       	3.666697e-05
10181.7       	3.666714e-05
10186.4       	3.666731e-05
10191.1       	3.666748e-05
10195.7       	3.666765e-05
10200.4       	3.666782e-05
10205         	3.666799e-05
10209.7       	3.666816e-05
10214.4       	3.666832e-05
10219         	3.666849e-05
10223.7       	3.666866e-05
10228.3       	3.666883e-05
10233         	3.666899e-05
10237.7       	3.666916e-05
10242.3       	3.666933e-05
10247         	3.666949e-05
10251.6       	3.666966e-05
10256.3       	3.666982e-05
10261         	3.666999e-05
10265.6       	3.667015e-05
10270.3       	3.667032e-05
10274.9       	3.667048e-05
10279.6       	3.667065e-05
10284.2       	3.667081e-05
10288.9       	3.667097e-05
10293.6       	3.667114e-05
10298.2       	3.667130e-05
10302.9       	3.667147e-05
10307.5       	3.667163e-05
10312.2       	3.667179e-05
10316.9       	3.667195e-05
10321.5       	3.667212e-05
10326.2       	3.667228e-05
10330.8       	3.667244e-05
10335.5       	3.667260e-05
10340.2       	3.667276e-05
10344.8       	3.667292e-05
10349.5       	3.667309e-05
10354.1       	3.667325e-05
10358.8       	3.667341e-05
10363.5       	3.667357e-05
10368.1       	3.667373e-05
10372.8       	3.667389e-05
10377.4       	3.667405e-05
10382.1       	3.667421e-05
10386.8       	3.667437e-05
10391.4       	3.667453e-05
10396.1       	3.667469e-05
10400.7       	3.667484e-05
10405.4       	3.667500e-05
10410.1       	3.667516e-05
10414.7       	3.667532e-05
10419.4       	3.667548e-05
10424         	3.667564e-05
10428.7       	3.667579e-05
10433.4       	3.667595e-05
10438         	3.667611e-05
10442.7       	3.667627e-05
10447.3       	3.667642e-05
10452         	3.667658e-05
10456.7       	3.667674e-05
10461.3       	3.667689e-05
10466         	3.667705e-05
10470.6       	3.667720e-05
10475.3       	3.667736e-05
10480         	3.667752e-05
10484.6       	3.667767e-05
10489.3       	3.667783e-05
10493.9       	3.667798e-05
10498.6       	3.667814e-05
10503.3       	3.667829e-05
10507.9       	3.667845e-05
10512.6       	3.667860e-05
10517.2       	3.667876e-05
10521.9       	3.667891e-05
10526.6       	3.667906e-05
10531.2       	3.667922e-05
10535.9       	3.667937e-05
10540.5       	3.667953e-05
10545.2       	3.667968e-05
10549.9       	3.667983e-05
10554.5       	3.667999e-05
10559.2       	3.668014e-05
10563.8       	3.668029e-05
10568.5       	3.668044e-05
10573.2       	3.668060e-05
10577.8       	3.668075e-05
10582.5       	3.668090e-05
10587.1       	3.668105e-05
10591.8       	3.668120e-05
10596.5       	3.668136e-05
10601.1       	3.668151e-05
10605.8       	3.668166e-05
10610.4       	3.668181e-05
10615.1       	3.668196e-05
10619.8       	3.668211e-05
10624.4       	3.668226e-05
10629.1       	3.668241e-05
10633.7       	3.668256e-05
10638.4       	3.668271e-05
10643.1       	3.668286e-05
10647.7       	3.668302e-05
10652.4       	3.668317e-05
10657         	3.668332e-05
10661.7       	3.668346e-05
10666.4       	3.668361e-05
10671         	3.668376e-05
10675.7       	3.668391e-05
10680.3       	3.668406e-05
10685         	3.668421e-05
10689.7       	3.668436e-05
10694.3       	3.668451e-05
10699         	3.668466e-05
10703.6       	3.668481e-05
10708.3       	3.668496e-05
10713         	3.668511e-05
10717.6       	3.668525e-05
10722.3       	3.668540e-05
10726.9       	3.668555e-05
10731.6       	3.668570e-05
10736.3       	3.668585e-05
10740.9       	3.668600e-05
10745.6       	3.668614e-05
10750.2       	3.668629e-05
10754.9       	3.668644e-05
10759.6       	3.668659e-05
10764.2       	3.668673e-05
10768.9       	3.668688e-05
10773.5       	3.668703e-05
10778.2       	3.668718e-05
10782.9       	3.668732e-05
10787.5       	3.668747e-05
10792.2       	3.668762e-05
10796.8       	3.668776e-05
10801.5       	3.668791e-05
10806.2       	3.668806e-05
10810.8       	3.668820e-05
10815.5       	3.668835e-05
10820.1       	3.668850e-05
10824.8       	3.668864e-05
10829.5       	3.668879e-05
10834.1       	3.668893e-05
10838.8       	3.668908e-05
10843.4       	3.668923e-05
10848.1       	3.668937e-05
10852.7       	3.668952e-05
10857.4       	3.668966e-05
10862.1       	3.668981e-05
10866.7       	3.668995e-05
10871.4       	3.669010e-05
10876         	3.669024e-05
10880.7       	3.669039e-05
10885.4       	3.669053e-05
10890         	3.669068e-05
10894.7       	3.669082e-05
10899.3       	3.669097e-05
10904         	3.669111e-05
10908.7       	3.669126e-05
10913.3       	3.669140e-05
10918         	3.669155e-05
10922.6       	3.669169e-05
10927.3       	3.669183e-05
10932         	3.669198e-05
10936.6       	3.669212e-05
10941.3       	3.669227e-05
10945.9       	3.669241e-05
10950.6       	3.669255e-05
10955.3       	3.669270e-05
10959.9       	3.669284e-05
10964.6       	3.669298e-05
10969.2       	3.669313e-05
10973.9       	3.669327e-05
10978.6       	3.669342e-05
10983.2       	3.669356e-05
10987.9       	3.669370e-05
10992.5       	3.669384e-05
10997.2       	3.669399e-05
11001.9       	3.669413e-05
11006.5       	3.669427e-05
11011.2       	3.669442e-05
11015.8       	3.669456e-05
11020.5       	3.669470e-05
11025.2       	3.669484e-05
11029.8       	3.669499e-05
11034.5       	3.669513e-05
11039.1       	3.669527e-05
11043.8       	3.669541e-05
11048.5       	3.669556e-05
11053.1       	3.669570e-05
11057.8       	3.669584e-05
11062.4       	3.669598e-05
11067.1       	3.669613e-05
11071.8       	3.669627e-05
11076.4       	3.669641e-05
11081.1       	3.669655e-05
11085.7       	3.669669e-05
11090.4       	3.669683e-05
11095.1       	3.669698e-05
11099.7       	3.669712e-05
11104.4       	3.669726e-05
11109         	3.669740e-05
11113.7       	3.669754e-05
11118.4       	3.669768e-05
11123         	3.669782e-05
11127.7       	3.669796e-05
11132.3       	3.669811e-05
11137         	3.669825e-05
11141.7       	3.669839e-05
11146.3       	3.669853e-05
11151         	3.669867e-05
11155.6       	3.669881e-05
11160.3       	3.669895e-05
11165         	3.669909e-05
11169.6       	3.669923e-05
11174.3       	3.669937e-05
11178.9       	3.669951e-05
11183.6       	3.669965e-05
11188.3       	3.669979e-05
11192.9       	3.669993e-05
11197.6       	3.670007e-05
11202.2       	3.670022e-05
11206.9       	3.670036e-05
11211.6       	3.670050e-05
11216.2       	3.670064e-05
11220.9       	3.670078e-05
11225.5       	3.670092e-05
11230.2       	3.670106e-05
11234.9       	3.670120e-05
11239.5       	3.670133e-05
11244.2       	3.670147e-05
11248.8       	3.670161e-05
11253.5       	3.670175e-05
11258.2       	3.670189e-05
11262.8       	3.670203e-05
11267.5       	3.670217e-05
11272.1       	3.670231e-05
11276.8       	3.670245e-05
11281.5       	3.670259e-05
11286.1       	3.670273e-05
11290.8       	3.670287e-05
11295.4       	3.670301e-05
11300.1       	3.670315e-05
11304.8       	3.670329e-05
11309.4       	3.670342e-05
11314.1       	3.670356e-05
11318.7       	3.670370e-05
11323.4       	3.670384e-05
11328.1       	3.670398e-05
11332.7       	3.670412e-05
11337.4       	3.670426e-05
11342         	3.670439e-05
11346.7       	3.670453e-05
11351.4       	3.670467e-05
11356         	3.670481e-05
11360.7       	3.670495e-05
11365.3       	3.670509e-05
11370         	3.670522e-05
11374.7       	3.670536e-05
11379.3       	3.670550e-05
11384         	3.670564e-05
11388.6       	3.670577e-05
11393.3       	3.670591e-05
11397.9       	3.670605e-05
11402.6       	3.670619e-05
11407.3       	3.670633e-05
11411.9       	3.670646e-05
11416.6       	3.670660e-05
11421.2       	3.670674e-05
11425.9       	3.670688e-05
11430.6       	3.670701e-05
11435.2       	3.670715e-05
11439.9       	3.670729e-05
11444.5       	3.670743e-05
11449.2       	3.670756e-05
11453.9       	3.670770e-05
11458.5       	3.670784e-05
11463.2       	3.670798e-05
11467.8       	3.670811e-05
11472.5       	3.670825e-05
11477.2       	3.670839e-05
11481.8       	3.670852e-05
11486.5       	3.670866e-05
11491.1       	3.670880e-05
11495.8       	3.670893e-05
11500.5       	3.670907e-05
11505.1       	3.670921e-05
11509.8       	3.670934e-05
11514.4       	3.670948e-05
11519.1       	3.670962e-05
11523.8       	3.670975e-05
11528.4       	3.670989e-05
11533.1       	3.671002e-05
11537.7       	3.671016e-05
11542.4       	3.671030e-05
11547.1       	3.671043e-05
11551.7       	3.671057e-05
11556.4       	3.671070e-05
11561         	3.671084e-05
11565.7       	3.671098e-05
11570.4       	3.671111e-05
11575         	3.671125e-05
11579.7       	3.671138e-05
11584.3       	3.671152e-05
11589         	3.671165e-05
11593.7       	3.671179e-05
11598.3       	3.671192e-05
11603         	3.671206e-05
11607.6       	3.671220e-05
11612.3       	3.671233e-05
11617         	3.671247e-05
11621.6       	3.671260e-05
11626.3       	3.671274e-05
11630.9       	3.671287e-05
11635.6       	3.671301e-05
11640.3       	3.671314e-05
11644.9       	3.671328e-05
11649.6       	3.671341e-05
11654.2       	3.671354e-05
11658.9       	3.671368e-05
11663.6       	3.671381e-05
11668.2       	3.671395e-05
11672.9       	3.671408e-05
11677.5       	3.671422e-05
11682.2       	3.671435e-05
11686.9       	3.671449e-05
11691.5       	3.671462e-05
11696.2       	3.671475e-05
11700.8       	3.671489e-05
11705.5       	3.671502e-05
11710.2       	3.671516e-05
11714.8       	3.671529e-05
11719.5       	3.671542e-05
11724.1       	3.671556e-05
11728.8       	3.671569e-05
11733.5       	3.671582e-05
11738.1       	3.671596e-05
11742.8       	3.671609e-05
11747.4       	3.671622e-05
11752.1       	3.671636e-05
11756.8       	3.671649e-05
11761.4       	3.671662e-05
11766.1       	3.671676e-05
11770.7       	3.671689e-05
11775.4       	3.671702e-05
11780.1       	3.671715e-05
11784.7       	3.671729e-05
11789.4       	3.671742e-05
11794         	3.671755e-05
11798.7       	3.671768e-05
11803.4       	3.671782e-05
11808         	3.671795e-05
11812.7       	3.671808e-05
11817.3       	3.671821e-05
11822         	3.671834e-05
11826.7       	3.671848e-05
11831.3       	3.671861e-05
11836         	3.671874e-05
11840.6       	3.671887e-05
11845.3       	3.671900e-05
11850         	3.671914e-05
11854.6       	3.671927e-05
11859.3       	3.671940e-05
11863.9       	3.671953e-05
11868.6       	3.671966e-05
11873.3       	3.671979e-05
11877.9       	3.671992e-05
11882.6       	3.672005e-05
11887.2       	3.672019e-05
11891.9       	3.672032e-05
11896.6       	3.672045e-05
11901.2       	3.672058e-05
11905.9       	3.672071e-05
11910.5       	3.672084e-05
11915.2       	3.672097e-05
11919.9       	3.672110e-05
11924.5       	3.672123e-05
11929.2       	3.672136e-05
11933.8       	3.672149e-05
11938.5       	3.672162e-05
11943.2       	3.672175e-05
11947.8       	3.672188e-05
11952.5       	3.672201e-05
11957.1       	3.672214e-05
11961.8       	3.672227e-05
11966.4       	3.672240e-05
11971.1       	3.672253e-05
11975.8       	3.672266e-05
11980.4       	3.672279e-05
11985.1       	3.672292e-05
11989.7       	3.672305e-05
11994.4       	3.672318e-05
11999.1       	3.672331e-05
12003.7       	3.672344e-05
12008.4       	3.672357e-05
12013         	3.672370e-05
12017.7       	3.672382e-05
12022.4       	3.672395e-05
12027         	3.672408e-05
12031.7       	3.672421e-05
12036.3       	3.672434e-05
12041         	3.672447e-05
12045.7       	3.672460e-05
12050.3       	3.672472e-05
12055         	3.672485e-05
12059.6       	3.672498e-05
12064.3       	3.672511e-05
12069         	3.672524e-05
12073.6       	3.672536e-05
12078.3       	3.672549e-05
12082.9       	3.672562e-05
12087.6       	3.672575e-05
12092.3       	3.672587e-05
12096.9       	3.672600e-05
12101.6       	3.672613e-05
12106.2       	3.672626e-05
12110.9       	3.672638e-05
12115.6       	3.672651e-05
12120.2       	3.672664e-05
12124.9       	3.672677e-05
12129.5       	3.672689e-05
12134.2       	3.672702e-05
12138.9       	3.672715e-05
12143.5       	3.672727e-05
12148.2       	3.672740e-05
12152.8       	3.672752e-05
12157.5       	3.672765e-05
12162.2       	3.672778e-05
12166.8       	3.672790e-05
12171.5       	3.672803e-05
12176.1       	3.672816e-05
12180.8       	3.672828e-05
12185.5       	3.672841e-05
12190.1       	3.672853e-05
12194.8       	3.672866e-05
12199.4       	3.672878e-05
12204.1       	3.672891e-05
12208.8       	3.672903e-05
12213.4       	3.672916e-05
12218.1       	3.672928e-05
12222.7       	3.672941e-05
12227.4       	3.672953e-05
12232.1       	3.672966e-05
12236.7       	3.672978e-05
12241.4       	3.672991e-05
12246         	3.673003e-05
12250.7       	3.673016e-05
12255.4       	3.673028e-05
12260         	3.673040e-05
12264.7       	3.673053e-05
12269.3       	3.673065e-05
12274         	3.673078e-05
12278.7       	3.673090e-05
12283.3       	3.673102e-05
12288         	3.673115e-05
12292.6       	3.673127e-05
12297.3       	3.673139e-05
12302         	3.673152e-05
12306.6       	3.673164e-05
12311.3       	3.673176e-05
12315.9       	3.673188e-05
12320.6       	3.673201e-05
12325.3       	3.673213e-05
12329.9       	3.673225e-05
12334.6       	3.673237e-05
12339.2       	3.673250e-05
12343.9       	3.673262e-05
12348.6       	3.673274e-05
12353.2       	3.673286e-05
12357.9       	3.673298e-05
12362.5       	3.673311e-05
12367.2       	3.673323e-05
12371.9       	3.673335e-05
12376.5       	3.673347e-05
12381.2       	3.673359e-05
12385.8       	3.673371e-05
12390.5       	3.673383e-05
12395.2       	3.673396e-05
12399.8       	3.673408e-05
12404.5       	3.673420e-05
12409.1       	3.673432e-05
12413.8       	3.673444e-05
12418.5       	3.673456e-05
12423.1       	3.673468e-05
12427.8       	3.673480e-05
12432.4       	3.673492e-05
12437.1       	3.673504e-05
12441.8       	3.673516e-05
12446.4       	3.673528e-05
12451.1       	3.673540e-05
12455.7       	3.673552e-05
12460.4       	3.673564e-05
12465.1       	3.673575e-05
12469.7       	3.673587e-05
12474.4       	3.673599e-05
12479         	3.673611e-05
12483.7       	3.673623e-05
12488.4       	3.673635e-05
12493         	3.673647e-05
12497.7       	3.673659e-05
12502.3       	3.673670e-05
12507         	3.673682e-05
12511.6       	3.673694e-05
12516.3       	3.673706e-05
12521         	3.673718e-05
12525.6       	3.673729e-05
12530.3       	3.673741e-05
12534.9       	3.673753e-05
12539.6       	3.673765e-05
12544.3       	3.673776e-05
12548.9       	3.673788e-05
12553.6       	3.673800e-05
12558.2       	3.673811e-05
12562.9       	3.673823e-05
12567.6       	3.673835e-05
12572.2       	3.673846e-05
12576.9       	3.673858e-05
12581.5       	3.673870e-05
12586.2       	3.673881e-05
12590.9       	3.673893e-05
12595.5       	3.673905e-05
12600.2       	3.673916e-05
12604.8       	3.673928e-05
12609.5       	3.673939e-05
12614.2       	3.673951e-05
12618.8       	3.673962e-05
12623.5       	3.673974e-05
12628.1       	3.673985e-05
12632.8       	3.673997e-05
12637.5       	3.674008e-05
12642.1       	3.674020e-05
12646.8       	3.674031e-05
12651.4       	3.674043e-05
12656.1       	3.674054e-05
12660.8       	3.674065e-05
12665.4       	3.674077e-05
12670.1       	3.674088e-05
12674.7       	3.674099e-05
12679.4       	3.674111e-05
12684.1       	3.674122e-05
12688.7       	3.674134e-05
12693.4       	3.674145e-05
12698         	3.674156e-05
12702.7       	3.674167e-05
12707.4       	3.674179e-05
12712         	3.674190e-05
12716.7       	3.674201e-05
12721.3       	3.674212e-05
12726         	3.674224e-05
12730.7       	3.674235e-05
12735.3       	3.674246e-05
12740         	3.674257e-05
12744.6       	3.674268e-05
12749.3       	3.674280e-05
12754         	3.674291e-05
12758.6       	3.674302e-05
12763.3       	3.674313e-05
12767.9       	3.674324e-05
12772.6       	3.674335e-05
12777.3       	3.674346e-05
12781.9       	3.674357e-05
12786.6       	3.674368e-05
12791.2       	3.674379e-05
12795.9       	3.674390e-05
12800.6       	3.674401e-05
12805.2       	3.674412e-05
12809.9       	3.674423e-05
12814.5       	3.674434e-05
12819.2       	3.674445e-05
12823.9       	3.674456e-05
12828.5       	3.674467e-05
12833.2       	3.674478e-05
12837.8       	3.674489e-05
12842.5       	3.674500e-05
12847.2       	3.674511e-05
12851.8       	3.674522e-05
12856.5       	3.674533e-05
12861.1       	3.674544e-05
12865.8       	3.674554e-05
12870.5       	3.674565e-05
12875.1       	3.674576e-05
12879.8       	3.674587e-05
12884.4       	3.674598e-05
12889.1       	3.674608e-05
12893.8       	3.674619e-05
12898.4       	3.674630e-05
12903.1       	3.674641e-05
12907.7       	3.674651e-05
12912.4       	3.674662e-05
12917.1       	3.674673e-05
12921.7       	3.674683e-05
12926.4       	3.674694e-05
12931         	3.674705e-05
12935.7       	3.674715e-05
12940.4       	3.674726e-05
12945         	3.674736e-05
12949.7       	3.674747e-05
12954.3       	3.674758e-05
12959         	3.674768e-05
12963.7       	3.674779e-05
12968.3       	3.674789e-05
12973         	3.674800e-05
12977.6       	3.674810e-05
12982.3       	3.674821e-05
12987         	3.674831e-05
12991.6       	3.674842e-05
12996.3       	3.674852e-05
13000.9       	3.674863e-05
13005.6       	3.674873e-05
13010.3       	3.674883e-05
13014.9       	3.674894e-05
13019.6       	3.674904e-05
13024.2       	3.674914e-05
13028.9       	3.674925e-05
13033.6       	3.674935e-05
13038.2       	3.674946e-05
13042.9       	3.674956e-05
13047.5       	3.674966e-05
13052.2       	3.674976e-05
13056.8       	3.674987e-05
13061.5       	3.674997e-05
13066.2       	3.675007e-05
13070.8       	3.675017e-05
13075.5       	3.675028e-05
13080.1       	3.675038e-05
13084.8       	3.675048e-05
13089.5       	3.675058e-05
13094.1       	3.675068e-05
13098.8       	3.675079e-05
13103.4       	3.675089e-05
13108.1       	3.675099e-05
13112.8       	3.675109e-05
13117.4       	3.675119e-05
13122.1       	3.675129e-05
13122.1       	3.675129e-05
